Active Ingredient,NDA #,Product Name,Company,Approval Date,P or E,Date Added,Patent Number,Expiration Date,Codes,Strengths,Delist Request,Orig,Analysis,Added strength,# added strengths,Applied to UC,2nd add,Comments
Acetaminophen; Oxycodone Hydrochloride,204031,Xartemis XR,MALLINCKRODT INC,,P,3/28/14,8377453,11/19/29,"DP, U-1499",1,,Yes,P:DP/UC,,null,,,
Acetaminophen; Oxycodone Hydrochloride,204031,Xartemis XR,MALLINCKRODT INC,,P,3/28/14,8394408,3/11/29,DP,1,,Yes,P:DP,,null,,,
Acetaminophen; Oxycodone Hydrochloride,204031,Xartemis XR,MALLINCKRODT INC,,P,3/28/14,8597681,12/21/30,DP,1,,Yes,P:DP,,null,,,
Acetaminophen; Oxycodone Hydrochloride,204031,Xartemis XR,MALLINCKRODT INC,,P,3/28/14,8658631,5/16/32,DP,1,,Yes,P:DP,,null,,,
Acetaminophen; Oxycodone Hydrochloride,204031,Xartemis XR,MALLINCKRODT INC,,P,3/28/14,8668929,3/11/29,U-1499,1,,Yes,P:UC,,null,,,
Acetaminophen; Oxycodone Hydrochloride,204031,Xartemis XR,MALLINCKRODT INC,,E,3/28/14,,3/3/17,NP,1,,Yes,NP,,null,,,
Acetaminophen; Oxycodone Hydrochloride,204031,Xartemis XR,MALLINCKRODT INC,,P,6/28/14,8741885,5/16/32,"DP, U-1499",1,,No,P:DP/UC,,null,,,
Acetaminophen; Oxycodone Hydrochloride,204031,Xartemis XR,MALLINCKRODT INC,,P,3/28/15,8980319,12/21/30,DP,1,,No,P:DP,,null,,,
Acetaminophen; Oxycodone Hydrochloride,204031,Xartemis XR,MALLINCKRODT INC,,P,3/28/15,8992975,5/16/32,DP,1,,No,P:DP,,null,,,
Acetaminophen; Oxycodone Hydrochloride,204031,Xartemis XR,MALLINCKRODT INC,,P,6/28/15,9050335,5/16/32,DP,1,,No,P:DP,,null,,,
Acetaminophen; Oxycodone Hydrochloride,204031,Xartemis Xr,MALLINCKRODT INC,,P,11/28/16,9468636,5/16/32,U-1499,1,,,P:UCnew,,null,,,
Acetaminophen; Tramadol Hydrochloride,21123,Ultracet*,JANSSEN PHARMS,8/15/01,P,pre-2005,5336691,8/9/11,,1,,,Pre-2005,,null,,,
Acetaminophen; Tramadol Hydrochloride,21123,Ultracet*,JANSSEN PHARMS,,E,pre-2005,,8/15/04,NC,1,,,Pre-2005,,null,,,
Acetaminophen; Tramadol Hydrochloride,21123,Ultracet,JANSSEN PHARMS,,P,7/28/6,RE39221,8/9/11,"DS, DP, U-55",,,No,P:DS/DP/UCnew,,null,,,
Acetylcholine Chloride,20213,Miochol-E*,BAUSCH AND LOMB,9/22/93,P,pre-2005,6261546,4/29/19,U-506,1,,,Pre-2005,,null,,,
Acetylcysteine,21539,Acetadote*,CUMBERLAND PHARMS,1/23/04,E,pre-2005,,1/23/11,ODE,1,,,Pre-2005,,null,,,
Acetylcysteine,21539,Acetadote,CUMBERLAND PHARMS,,P,3/28/12,8148356,5/21/26,DP,1,,No,P:DP,,null,,,
Acetylcysteine,21539,Acetadote,CUMBERLAND PHARMS,,P,3/28/13,8399445,8/24/25,U-1373,1,,No,P:UCnew,,null,,,
Acetylcysteine,21539,Acetadote,CUMBERLAND PHARMS,,P,2/28/14,8653061,8/24/25,U-1373,1,,No,P:UC,,null,,,
Acetylcysteine,21539,Acetadote,CUMBERLAND PHARMS,,P,5/28/14,8722738,4/6/32,U-1373,1,,No,P:UC,,null,,,
Acetylcysteine,21539,Acetadote,CUMBERLAND PHARMS,,P,3/28/15,8952065,2/10/35,U-1373,1,,No,P:UC,,null,,,
Acetylcysteine,21539,Acetadote,CUMBERLAND PHARMS,,P,5/28/16,9327028,7/21/31,U-1839,1,,,P:UCnew,,null,,,
Acetylcysteine,207916,Cetylev,ARBOR PHARMS LLC,1/29/16,P,1/28/16,8747894,5/8/32,"DP, U-1373",1,,,P:DP/UCnew,,null,,,
Acetylcysteine,207916,Cetylev,ARBOR PHARMS LLC,,P,1/28/16,8747894,5/9/32,"DP, U-1374",2,,,DP/UCnew,,null,,,
Acetylcysteine,207916,Cetylev,ARBOR PHARMS LLC,,P,10/28/16,9427421,5/8/32,DP,"001, 002",,,P:DP,,null,,,
Acetylcysteine,207916,Cetylev,ARBOR PHARMS LLC,,P,4/28/17,9561204,5/8/32,U-1373,"001, 002",,,P:UC,,null,,,
Aclidinium Bromide,202450,Tudorza Pressair,CIRCASSIA,7/23/12,E,7/28/12,,7/23/17,NCE,1,,Yes,NCE,,null,,,
Aclidinium Bromide,202450,Tudorza Pressair,CIRCASSIA,,P,8/28/12,5840279,6/21/16,DP,1,,Yes,P:DP,,null,,,
Aclidinium Bromide,202450,Tudorza Pressair,CIRCASSIA,,P,8/28/12,6071498,6/21/16,DP,1,,Yes,P:DP,,null,,,
Aclidinium Bromide,202450,Tudorza Pressair,CIRCASSIA,,P,8/28/12,6681768,8/7/22,DP,1,,Yes,P:DP,,null,,,
Aclidinium Bromide,202450,Tudorza Pressair,CIRCASSIA,,P,8/28/12,6750226,9/5/20,"DS, DP, U-1264",1,,Yes,P:DS/DP/UCnew,,null,,,
Aclidinium Bromide,202450,Tudorza Pressair,CIRCASSIA,,P,8/28/12,7078412,7/16/20,"DS, DP, U-1263",1,,Yes,P:DS/DP/UCnew,,null,,,
Aclidinium Bromide,202450,Tudorza Pressair,CIRCASSIA,,P,8/28/12,8051851,4/22/27,DP,1,,Yes,P:DP,,null,,,
Aclidinium Bromide,202450,Tudorza Pressair,CIRCASSIA,,P,6/28/15,9056100,7/7/20,"DP, U-1263",1,,No,P:DP/UC,,null,,,
Aclidinium Bromide,202450,Tudorza Pressair,CIRCASSIA,,P,5/28/16,9333195,7/7/20,"DP, U-1263",1,,,P:DP/UC,,null,,,
Aclidinium Bromide,202450,Tudorza Pressair,CIRCASSIA,,P,6/28/17,RE46417,9/5/20,"DS, DP, U-1263",1,,,P:DS/DP/UCnew,,null,,,
Aclidinium Bromide,202450,Tudorza Pressair,CIRCASSIA,,P,4/28/18,RE46417,2/10/25,"DS, DP, U-1263",1,,,P:DS/DP/UC,,null,,,
Aclidinium Bromide,202450,Tudorza Pressair,CIRCASSIA,,P,10/28/18,10034867,7/7/20,"DP ,U-2431",1,,,P:DP/UCnew,,null,,,
Aclidinium Bromide,202450,Tudorza Pressair,CIRCASSIA,,P,10/28/18,10034867,7/7/20,"DP, U-2432",1,,,DP/UCnew,,null,,,
Aclidinium Bromide,202450,Tudorza Pressair,CIRCASSIA,,P,10/28/18,10085974,3/13/29,"DP, U-1263",1,,,P:DP/UC,,null,,,
Aclidinium Bromide,202450,Tudorza Pressair,CIRCASSIA,,P,11/28/18,7078412,7/7/20,"DS, DP, U-2431",1,,,P:DS/DP/UCnew,,null,,,
Acrivastine; Pseudoephedrine Hydrochloride,19806,Semprex-D*,AUXILIUM PHARMS LLC,3/25/94,P,pre-2005,4650807,3/26/08,U-93,1,,,Pre-2005,,null,,,
Acyclovir,21478,Zovirax*,BAUSCH,12/30/02,P,pre-2005,4963555,10/16/07,,1,,,Pre-2005,,null,,,
Acyclovir,21478,Zovirax*,BAUSCH,,E,pre-2005,,12/30/05,NDF,1,,,Pre-2005,,null,,,
Acyclovir,203791,Sitavig,EPI HLTH,4/12/13,E,4/28/13,,4/12/16,NP,1,,Yes,NP,,null,,,
Acyclovir,203791,Sitavig,EPI HLTH,,P,12/28/13,8592434,12/9/29,"DP, U-1460",1,,No,P:DP/UCnew,,null,,,
Acyclovir,203791,Sitavig,EPI HLTH,,P,6/28/14,8747896,6/3/27,"DP, U-1460",1,,No,P:DP/UC,,null,,,
Acyclovir,203791,Sitavig,EPI HLTH,,P,8/28/14,8592434,6/16/30,"DP, U-1460",1,,No,PTAorPTE,,null,,,
Acyclovir,203791,Sitavig,EPI HLTH,,P,8/28/14,8791127,3/23/27,"DP, U-1460",1,,No,P:DP/UC,,null,,,
Acyclovir; Hydrocortisone,22436,Acyclovir and Hydrocortisone,BAUSCH,7/31/09,E,8/28/9,,7/31/12,NC,1,,Yes,NC,,null,,,
Acyclovir; Hydrocortisone,22436,Acyclovir and Hydrocortisone,BAUSCH,,P,9/28/9,6514980,1/24/17,"DP, U-1006",1,,Yes,P:DP/UCnew,,null,,,
Acyclovir; Hydrocortisone,22436,Acyclovir and Hydrocortisone,BAUSCH,,P,9/28/9,7223387,2/28/21,"DP, U-1006",1,,Yes,P:DP/UC,,null,,,
Acyclovir; Hydrocortisone,22436,Acyclovir and Hydrocortisone,BAUSCH,,P,9/28/9,RE39264,2/2/16,"DP, U-1006",1,,Yes,P:DP/UC,,null,,,
Acyclovir; Hydrocortisone,22436,Xerese,BAUSCH,,E,1/28/14,,1/22/17,NPP,1,,No,NPP,,null,,,
Acyclovir; Hydrocortisone,22436,Xerese,BAUSCH,,P,2/28/14,6514980,1/24/19,"DP, U-1006",1,,No,PTAorPTE,,null,,,
Acyclovir; Hydrocortisone,22436,Xerese,BAUSCH,,P,2/28/14,6514980,1/24/19,"DP, U-1484",1,,No,UCadditionalnew,,null,,,
Acyclovir; Hydrocortisone,22436,Xerese,BAUSCH,,P,2/28/14,7223387,5/13/23,"DP, U-1006",1,,No,PTAorPTE,,null,,,
Acyclovir; Hydrocortisone,22436,Xerese,BAUSCH,,P,2/28/14,7223387,5/13/23,"DP, U-1484",1,,No,UCadditional,,null,,,
Acyclovir; Hydrocortisone,22436,Xerese,BAUSCH,,P,2/28/14,RE39264,8/2/16,"DP, U-1006",1,,No,PTAorPTE,,null,,,
Acyclovir; Hydrocortisone,22436,Xerese,BAUSCH,,P,2/28/14,RE39264,8/2/16,"DP, U-1484",1,,No,UCadditional,,null,,,
Acyclovir; Hydrocortisone,22436,Xerese,BAUSCH,,P,4/28/15,7223387,7/24/21,"DP, U-1006",1,,No,PTDecrease,,null,,,
Acyclovir; Hydrocortisone,22436,Xerese,BAUSCH,,P,4/28/15,7223387,7/24/21,"DP, U-1484",1,,Applied to other UC,Applied to other UC,,null,PTDecrease,,
Acyclovir; Hydrocortisone,22436,Xerese,BAUSCH,,P,10/28/16,6514980,7/24/18,"DP, U-1006",1,,,P:DP/UCnew,,null,,,
Acyclovir; Hydrocortisone,22436,Xerese,BAUSCH,,P,10/28/16,6514980,7/24/18,"DP, U-1484",1,,,DP/UCnew,,null,,,
Acyclovir; Hydrocortisone,22436,Xerese,BAUSCH,,P,10/28/16,7223387,11/13/22,"DP, U-1006",1,,,P:DP/UC,,null,,,
Acyclovir; Hydrocortisone,22436,Xerese,BAUSCH,,P,10/28/16,7223387,11/13/22,"DP, U-1484",1,,,DP/UC,,null,,,
Adapalene,20338,Differin*,GALDERMA LABS LP,5/31/96,P,pre-2005,4717720,5/31/10,,1,,,Pre-2005,,null,,,
Adapalene,20338,Differin*,GALDERMA LABS LP,,P,pre-2005,RE34440,5/31/10,U-275,1,,,Pre-2005,,null,,,
Adapalene,20380,Differin*,GALDERMA LABS LP,5/31/96,P,pre-2005,4717720,5/31/10,,1,,,Pre-2005,,null,,,
Adapalene,20380,Differin*,GALDERMA LABS LP,,P,pre-2005,RE34440,5/31/10,U-275,1,,,Pre-2005,,null,,,
Adapalene,20380,Differin,GALDERMA LABS LP,,E,9/28/16,,7/8/19,RTO,"001, 002",,,,,null,,,
Adapalene,20748,Differin*,GALDERMA LABS LP,5/26/00,P,pre-2005,4717720,5/31/10,,1,,,Pre-2005,,null,,,
Adapalene,20748,Differin*,GALDERMA LABS LP,,P,pre-2005,RE34440,5/31/10,U-275,1,,,Pre-2005,,null,,,
Adapalene,21753,Differin,GALDERMA LABS LP,6/19/07,P,6/28/7,4717720,5/31/10,"DS, DP",1,,Yes,P:DS/DP,,null,,,
Adapalene,21753,Differin,GALDERMA LABS LP,,P,6/28/7,RE34440,5/31/10,U-818,1,,Yes,P:UCnew,,null,,,
Adapalene,21753,Differin,GALDERMA LABS LP,,E,6/28/7,,6/19/10,NP,1,,Yes,NP,,null,,,
Adapalene,21753,Differin,GALDERMA LABS LP,,P,8/28/9,7579377,2/23/25,U-818,1,,No,P:UC,,null,,,
Adapalene,21753,Differin,GALDERMA LABS LP,,P,6/28/10,7737181,8/29/24,DP,1,,No,P:DP,,null,,,
Adapalene,21753,Differin,GALDERMA LABS LP,,P,11/28/10,7834060,3/12/23,U-1078,1,,No,P:UCnew,,null,,,
Adapalene,21753,Differin,GALDERMA LABS LP,,P,11/28/10,7838558,3/12/23,DP,1,,No,P:DP,,null,,,
Adapalene,21753,Differin,GALDERMA LABS LP,,P,1/28/11,7868044,3/12/23,U-1078,1,,No,P:UC,,null,,,
Adapalene,21753,Differin,GALDERMA LABS LP,,P,5/28/14,8703820,3/12/23,U-1078,1,,No,P:UC,,null,,,
Adapalene,22502,Differin,GALDERMA LABS LP,3/17/10,E,3/28/10,,3/17/13,NDF,1,,Yes,NDF,,null,,,
Adapalene,22502,Differin,GALDERMA LABS LP,,P,8/28/11,7998467,5/31/28,"DP, U-1078",1,,No,P:DP/UCnew,,null,,,
Adapalene,22502,Differin,GALDERMA LABS LP,,P,5/28/13,8435502,9/15/26,"DP, U-1078",1,,No,P:DP,,null,,,
Adapalene,22502,Differin,GALDERMA LABS LP,,P,5/28/14,8709392,9/15/26,"DP, U-1078",1,,No,P:DP,,null,,,
Adapalene; Benzoyl Peroxide,22320,Epiduo,GALDERMA LABS LP,12/8/08,E,12/28/8,,12/8/11,NC,1,,Yes,NC,,null,,,
Adapalene; Benzoyl Peroxide,22320,Epiduo,GALDERMA LABS LP,,P,3/28/9,4717720,5/31/10,"DS, DP",1,,No,P:DS/DP,,null,,,
Adapalene; Benzoyl Peroxide,22320,Epiduo,GALDERMA LABS LP,,P,3/28/9,RE34440,5/31/10,U-818,1,,No,P:UCnew,,null,,,
Adapalene; Benzoyl Peroxide,22320,Epiduo,GALDERMA LABS LP,,P,10/28/10,7820186,11/23/25,DP,1,,No,P:DP,,null,,,
Adapalene; Benzoyl Peroxide,22320,Epiduo,GALDERMA LABS LP,,P,11/28/10,7820186,11/23/25,DP,1,,No change,No change,,null,,,
Adapalene; Benzoyl Peroxide,22320,Epiduo,GALDERMA LABS LP,,P,6/28/11,7964202,9/1/24,"DP, U-1078",1,,No,P:DP/UCnew,,null,,,
Adapalene; Benzoyl Peroxide,22320,Epiduo,GALDERMA LABS LP,,P,11/28/11,8071644,7/18/27,"DP, U-1078",1,,No,P:DP/UC,,null,,,
Adapalene; Benzoyl Peroxide,22320,Epiduo,GALDERMA LABS LP,,P,12/28/11,8080537,7/18/27,U-1078,1,,No,P:UC,,null,,,
Adapalene; Benzoyl Peroxide,22320,Epiduo,GALDERMA LABS LP,,P,2/28/12,8105618,12/23/22,U-1078,1,,No,P:UC,,null,,,
Adapalene; Benzoyl Peroxide,22320,Epiduo,GALDERMA LABS LP,,P,3/28/12,8129362,7/18/27,U-1078,1,,No,P:UC,,null,,,
Adapalene; Benzoyl Peroxide,22320,Epiduo,GALDERMA LABS LP,,P,8/28/12,8241649,12/23/22,DP,1,,No,P:DP,,null,,,
Adapalene; Benzoyl Peroxide,22320,Epiduo,GALDERMA LABS LP,,E,1/28/13,,2/1/16,NPP,1,,No,NPP,,null,,,
Adapalene; Benzoyl Peroxide,22320,Epiduo,GALDERMA LABS LP,,P,6/28/13,8445543,7/12/27,U-1078,1,,No,P:UC,,null,,,
Adapalene; Benzoyl Peroxide,22320,Epiduo,GALDERMA LABS LP,,P,9/28/14,8809305,12/23/22,U-1078,1,,No,P:UC,,null,,,
Adapalene; Benzoyl Peroxide,22320,Epiduo,GALDERMA LABS LP,,P,3/28/15,8936800,12/23/22,"DP, U-1078",1,,No,P:DP/UC,,null,,,
Adapalene; Benzoyl Peroxide,207917,Epiduo Forte,GALDERMA LABS,7/15/15,P,7/28/15,8445543,7/12/27,U-1078,1,,Yes,P:UCnew,,null,,,
Adapalene; Benzoyl Peroxide,207917,Epiduo Forte,GALDERMA LABS,,P,7/28/15,8703820,3/12/23,U-1078,1,,Yes,P:UC,,null,,,
Adapalene; Benzoyl Peroxide,207917,Epiduo Forte,GALDERMA LABS,,P,7/28/15,8729127,3/12/23,U-1078,1,,Yes,P:UC,,null,,,
Adapalene; Benzoyl Peroxide,207917,Epiduo Forte,GALDERMA LABS,,P,7/28/15,8785420,12/23/22,U-1078,1,,Yes,P:UC,,null,,,
Adapalene; Benzoyl Peroxide,207917,Epiduo Forte,GALDERMA LABS,,P,7/28/15,8909305,12/23/22,U-1078,1,,Yes,P:UC,,null,,,
Adapalene; Benzoyl Peroxide,207917,Epiduo Forte,GALDERMA LABS,,P,7/28/15,8936800,12/23/22,"DP, U-1078",1,,Yes,P:DP/UC,,null,,,
Adapalene; Benzoyl Peroxide,207917,Epiduo Forte,GALDERMA LABS,,E,7/28/15,,7/15/18,NP,1,,Yes,NP,,null,,,
Adapalene; Benzoyl Peroxide,207917,Epiduo Forte,GALDERMA LABS,,P,1/28/16,8809305,12/23/22,U-1078,1,,,P:UCnew,,null,,,
Adapalene; Benzoyl Peroxide,207917,Epiduo Forte,GALDERMA LABS,,P,7/28/16,9381179,3/12/23,U-1078,1,,,P:UC,,null,,,
Adapalene; Benzoyl Peroxide,207917,Epiduo Forte,GALDERMA LABS,,P,7/28/16,9387187,3/12/23,U-1078,1,,,P:UC,,null,,,
Adapalene; Benzoyl Peroxide,207917,Epiduo Forte,GALDERMA LABS,,P,5/28/17,8445543,12/23/22,U-1078,1,,,P:UC,,null,,,
Adapalene; Benzoyl Peroxide,207917,Epiduo Forte,GALDERMA LABS,,P,11/28/17,9814690,12/23/22,"DP, U-1078",1,,,P:DP/UC,,null,,,
Adefovir Dipivoxil,21449,Hepsera*,GILEAD,9/20/02,P,pre-2005,4724233,4/21/06,U-470,1,,,Pre-2005,,null,,,
Adefovir Dipivoxil,21449,Hepsera*,GILEAD,,P,pre-2005,4808716,4/25/06,,1,,,Pre-2005,,null,,,
Adefovir Dipivoxil,21449,Hepsera*,GILEAD,,P,pre-2005,5663159,9/2/14,"DS, DP, U-470",1,,,Pre-2005,,null,,,
Adefovir Dipivoxil,21449,Hepsera*,GILEAD,,P,pre-2005,6451340,7/23/18,"DS, DP, U-470",1,,,Pre-2005,,null,,,
Adefovir Dipivoxil,21449,Hepsera*,GILEAD,,P,pre-2005,6635278,12/15/18,"DS, DP",1,,,Pre-2005,,null,,,
Adefovir Dipivoxil,21449,Hepsera*,GILEAD,,E,pre-2005,,9/20/07,NCE,1,,,Pre-2005,,null,,,
Adefovir Dipivoxil,21449,Hepsera,GILEAD,,E,1/28/8,,12/19/10,NPP,1,,No,NPP,,null,,,
Adefovir Dipivoxil,21449,Hepsera,GILEAD,,E,2/28/8,,12/19/10,NPP,1,,No change,No change,,null,,,
Adenosine,20059,Adenoscan*,ASTELLAS,5/18/95,P,pre-2005,5070877,5/18/09,U-116,1,,,Pre-2005,,null,,,
Adenosine,20059,Adenoscan*,ASTELLAS,,P,pre-2005,5731296,3/24/15,U-221,1,,,Pre-2005,,null,,,
Afatinib Dimaleate,201292,Gilotrif,BOEHRINGER INGELHEIM,7/12/13,P,7/28/13,6251912,7/29/18,"DS, DP, U-1067","001, 002, 003",,Yes,P:DS/DP/UCnew,,null,,,
Afatinib Dimaleate,201292,Gilotrif,BOEHRINGER INGELHEIM,,P,7/28/13,8426586,10/10/29,"DS, DP","001, 002, 003",,Yes,P:DS/DP,,null,,,
Afatinib Dimaleate,201292,Gilotrif,BOEHRINGER INGELHEIM,,P,7/28/13,RE43431,1/22/22,"DS, DP","001, 002, 003",,Yes,P:DS/DP,,null,,,
Afatinib Dimaleate,201292,Gilotrif,BOEHRINGER INGELHEIM,,E,7/28/13,,7/12/18,NCE,"001, 002, 003",,Yes,NCE,,null,,,
Afatinib Dimaleate,201292,Gilotrif,BOEHRINGER INGELHEIM,,E,7/28/13,,7/12/20,ODE,"001, 002, 003",,Yes,ODE,,null,,,
Afatinib Dimaleate,201292,Gilotrif,BOEHRINGER INGELHEIM,,P,10/28/13,8545884,12/19/29,DP,"001, 002, 003",,No,P:DP,,null,,,
Afatinib Dimaleate,201292,Gilotrif,BOEHRINGER INGELHEIM,,E,4/28/16,,4/15/19,I-730,3,,,,,null,,,
Afatinib Dimaleate,201292,Gilotrif,BOEHRINGER INGELHEIM,,P,5/28/16,8426586,10/10/29,DS,"001,  002, 003",,,P:DS,,null,,,
Afatinib Dimaleate,201292,Gilotrif,BOEHRINGER INGELHEIM,,P,5/28/16,RE43431,1/22/22,DS,"001, 002, 003",,,P:DS,,null,,,
Afatinib Dimaleate,201292,Gilotrif,BOEHRINGER INGELHEIM,,E,5/28/16,,4/15/23,ODE,"001, 002, 003",,,ODE,,null,,,
Afatinib Dimaleate,201292,Gilotrif,BOEHRINGER INGELHEIM,,P,1/28/17,9539258,11/9/26,U-1950,"001, 002, 003",,,P:UCnew,,null,,,
Afatinib Dimaleate,201292,Gilotrif,BOEHRINGER INGELHEIM,,E,1/28/18,,1/12/21,I-763,"001,  002, 003",,,,,null,,,
Afatinib Dimaleate,201292,Gilotrif,BOEHRINGER INGELHEIM,,P,7/28/18,10004743,7/5/30,DP,"001, 002, 003",,,P:DP,,null,,,
Alatrofloxacin Mesylate,20760,Trovan Preservative Free*,PFIZER,12/18/97,P,pre-2005,5164402,11/17/09,U-282,"001, 002",,,Pre-2005,,null,,,
Alatrofloxacin Mesylate,20760,Trovan Preservative Free*,PFIZER,,P,pre-2005,5763454,6/15/15,U-282,"001, 002",,,Pre-2005,,null,,,
Alatrofloxacin Mesylate,20760,Trovan Preservative Free*,PFIZER,,P,pre-2005,6080756,7/5/16,,"001, 002",,,Pre-2005,,null,,,
Alatrofloxacin Mesylate,20760,Trovan Preservative Free*,PFIZER,,P,pre-2005,6194429,7/23/18,,"001, 002",,,Pre-2005,,null,,,
Albumin Human,20899,Optison*,GE HEALTHCARE,12/31/97,P,pre-2005,5529766,6/25/13,U-505,1,,,Pre-2005,,null,,,
Albumin Human,20899,Optison*,GE HEALTHCARE,,P,pre-2005,5558094,2/28/12,U-505,1,,,Pre-2005,,null,,,
Albumin Human,20899,Optison*,GE HEALTHCARE,,P,pre-2005,5573751,4/25/12,,1,,,Pre-2005,,null,,,
Albumin Human,20899,Optison*,GE HEALTHCARE,,P,pre-2005,6723303,4/20/21,DP,1,,,Pre-2005,,null,,,
Albumin Human,20899,Optison,GE HEALTHCARE,,E,8/28/12,,8/17/15,M-120,1,,No,M,,null,,,
Albuterol Sulfate,19604,Volmax*,MURO,12/23/92,P,pre-2005,4751071,6/14/05,,"001, 002",,,Pre-2005,,null,,,
Albuterol Sulfate,19604,Volmax*,MURO,,P,pre-2005,4777049,10/11/05,,"001, 002",,,Pre-2005,,null,,,
Albuterol Sulfate,19604,Volmax*,MURO,,P,pre-2005,4851229,6/14/05,,"001, 002",,,Pre-2005,,null,,,
Albuterol Sulfate,20503,Proventil-HFA*,3M DRUG DELIVERY,8/15/96,P,pre-2005,5225183,7/6/10,,1,,,Pre-2005,,null,,,
Albuterol Sulfate,20503,Proventil-HFA*,3M DRUG DELIVERY,,P,pre-2005,5439670,7/6/10,,1,,,Pre-2005,,null,,,
Albuterol Sulfate,20503,Proventil-HFA*,3M DRUG DELIVERY,,P,pre-2005,5605674,2/25/14,,1,,,Pre-2005,,null,,,
Albuterol Sulfate,20503,Proventil-HFA*,3M DRUG DELIVERY,,P,pre-2005,5695743,7/6/10,U-491,1,,,Pre-2005,,null,,,
Albuterol Sulfate,20503,Proventil-HFA*,3M DRUG DELIVERY,,P,pre-2005,5766573,6/16/15,,1,,,Pre-2005,,null,,,
Albuterol Sulfate,20503,Proventil-HFA*,3M DRUG DELIVERY,,P,pre-2005,6131566,4/14/15,"DP, U-589",1,,,Pre-2005,,null,,,
Albuterol Sulfate,20503,Proventil-HFA*,3M DRUG DELIVERY,,P,pre-2005,6315173,12/23/17,DP,1,,,Pre-2005,,null,,,
Albuterol Sulfate,20503,Proventil-HFA*,3M DRUG DELIVERY,,P,pre-2005,6352684,11/28/09,,1,,,Pre-2005,,null,,,
Albuterol Sulfate,20503,Proventil-HFA*,3M DRUG DELIVERY,,P,pre-2005,6510969,12/23/17,DP,1,,,Pre-2005,,null,,,
Albuterol Sulfate,20503,Proventil-HFA*,3M DRUG DELIVERY,,P,pre-2005,6532955,4/14/15,"DP, U-590",1,,,Pre-2005,,null,,,
Albuterol Sulfate,20503,Proventil-HFA,3M DRUG DELIVERY,,P,11/28/13,5775321,7/7/15,DP,1,,No,P:DP,,null,,,
Albuterol Sulfate,20503,Proventil-HFA,3M DRUG DELIVERY,,P,11/28/13,6006745,12/28/16,DP,1,,No,P:DP,,null,,,
Albuterol Sulfate,20949,Accuneb*,MYLAN SPECIALITY LP,4/30/01,P,pre-2005,6702997,12/28/21,U-558,"001, 002",,,Pre-2005,,null,,,
Albuterol Sulfate,20983,Ventolin HFA*,GLAXOSMITHKLINE,4/19/01,P,pre-2005,6131566,4/14/15,"DP, U-589",1,,,Pre-2005,,null,,,
Albuterol Sulfate,20983,Ventolin HFA*,GLAXOSMITHKLINE,,P,pre-2005,6315173,12/23/17,DP,1,,,Pre-2005,,null,,,
Albuterol Sulfate,20983,Ventolin HFA*,GLAXOSMITHKLINE,,P,pre-2005,6510969,12/23/17,DP,1,,,Pre-2005,,null,,,
Albuterol Sulfate,20983,Ventolin HFA*,GLAXOSMITHKLINE,,P,pre-2005,6532955,4/14/15,"DP, U-590",1,,,Pre-2005,,null,,,
Albuterol Sulfate,20983,Ventolin HFA,GLAXOSMITHKLINE,,P,4/28/6,6131566,4/14/15,"DP, U-716",1,,No,UCadditionalnew,,null,,,
Albuterol Sulfate,20983,Ventolin HFA,GLAXOSMITHKLINE,,P,4/28/6,6131566,4/14/15,"DP, U-589",1,,No change,No change,,null,,,
Albuterol Sulfate,20983,Ventolin HFA,GLAXOSMITHKLINE,,P,4/28/6,6532955,4/14/15,"DP, U-716",1,,No,UCadditional,,null,,,
Albuterol Sulfate,20983,Ventolin HFA,GLAXOSMITHKLINE,,P,4/28/6,6532955,4/14/15,"DP, U-590",1,,No change,No change,,null,,,
Albuterol Sulfate,20983,Ventolin HFA,GLAXOSMITHKLINE,,P,1/28/7,6558651,12/19/16,DP,1,,No,P:DP,,null,,,
Albuterol Sulfate,20983,Ventolin HFA,GLAXOSMITHKLINE,,P,1/28/7,6743413,6/1/21,"DP, U-716",1,,No,P:DP/UC,,null,,,
Albuterol Sulfate,20983,Ventolin HFA,GLAXOSMITHKLINE,,P,10/28/7,6532955,4/14/15,DP,1,,No,UCRemoved,,null,,,
Albuterol Sulfate,20983,Ventolin HFA,GLAXOSMITHKLINE,,P,10/28/7,6558651,12/19/16,"DP, U-716",1,,No,UC,,null,,,
Albuterol Sulfate,20983,Ventolin HFA,GLAXOSMITHKLINE,,P,10/28/7,6743413,6/1/21,U-716,1,,No,DPRemoved,,null,,,Should have a DP
Albuterol Sulfate,20983,Ventolin HFA,GLAXOSMITHKLINE,,P,11/28/7,6532955,4/14/15,DP,1,,No change,No change,,null,,,
Albuterol Sulfate,20983,Ventolin HFA,GLAXOSMITHKLINE,,P,11/28/7,6558651,12/19/16,"DP, U-716",1,,No change,No change,,null,,,
Albuterol Sulfate,20983,Ventolin HFA,GLAXOSMITHKLINE,,P,11/28/7,6743413,6/1/21,U-716,1,,No change,No change,,null,,,
Albuterol Sulfate,20983,Ventolin HFA,GLAXOSMITHKLINE,,P,8/28/8,6131566,4/14/15,"DP, U-716",1,,No change,No change,,null,,,
Albuterol Sulfate,20983,Ventolin HFA,GLAXOSMITHKLINE,,P,8/28/8,6131566,4/14/15,"DP, U-589",1,,No change,No change,,null,,,
