1 NDA #,2 Ingredient(s),3 Company,4 Product Name,5 Approval Date,6 First Cliff Expiration Date,7 Earliest Prot Date,8 Latest Prot Date,9 Additional Prot Time,10 Months of Additional Prot Time,11 Num Protections,12 Unique Patents,13 Orphan Drug Excl,14 Extensions,15 Num Patent Extensions,16 Num Exculsivity Extensions
20031,Paroxetine Hydrochloride,APOTEX TECHNOLOGIES,Paxil*,12/29/1992,9/17/2017,10/13/2004,9/17/2017,12 years11 months,155,21,1,0,0,0,0
20032,Beractant,ABBVIE,Survanta*,7/1/1991,7/1/2005,7/1/2005,7/1/2005,0 years0 months,0,1,1,0,0,0,0
20036,Pamidronate Disodium,NOVARTIS,Aredia*,10/31/1991,7/29/2005,8/20/2004,7/29/2005,0 years11 months,11,2,1,0,0,0,0
20037,Diclofenac Sodium,NOVARTIS,Voltaren*,3/28/1991,10/3/2007,4/14/2007,10/3/2007,0 years6 months,6,2,1,0,0,0,0
20044,Cetyl Alcohol; Colfosceril Palmitate; Tyloxapol,GLAXOSMITHKLINE,Exosurf Neonatal*,8/2/1990,5/2/2006,5/2/2006,5/2/2006,0 years0 months,0,2,1,0,0,0,0
20051,Glyburide,PHARMACIA AND UPJOHN,Glynase*,3/4/1992,4/10/2007,4/5/2005,4/10/2007,2 years0 months,24,3,1,0,0,0,0
20059,Adenosine,ASTELLAS,Adenoscan*,5/18/1995,3/24/2015,5/18/2009,3/24/2015,5 years10 months,70,2,1,0,0,0,0
20062,Diltiazem Hydrochloride,BAUSCH,Cardizem CD*,12/27/1991,8/8/2012,1/16/2007,8/8/2012,5 years7 months,67,12,1,0,0,0,0
20064,"Nitrofurantoin; Nitrofurantoin, Macrocystalline",ALVOGEN,Macrobid*,12/24/1991,6/16/2006,6/16/2006,6/16/2006,0 years0 months,0,2,1,0,0,0,0
20066,Nicotine Polacrilex,GLAXOSMITHKLINE,Nicorette,6/8/1992,4/30/2028,4/30/2028,4/30/2028,0 years0 months,0,1,1,0,0,0,0
20070,Tacrine Hydrochloride,SHIONOGI INC,Cognex*,9/9/1993,9/9/2007,10/25/2004,9/9/2007,2 years11 months,35,2,1,0,0,0,0
20073,Flumazenil,HOFFMANN LA ROCHE,Romazicon*,12/20/1991,10/10/2004,10/10/2004,10/10/2004,0 years0 months,0,1,1,0,0,0,0
20076,Nicotine,DR REDDYS LABS SA,Habitrol*,11/27/1991,5/21/2008,1/23/2005,5/21/2008,3 years4 months,40,3,1,0,0,0,0
20080,Sumatriptan Succinate,GLAXOSMITHKLINE,Imitrex ; Imitrex Statdose*,12/28/1992,2/6/2009,12/28/2006,2/6/2009,2 years2 months,26,14,1,0,0,0,0
20083,Itraconazole,JANSSEN PHARMS,Sporanox*,9/11/1992,5/27/2014,5/27/2014,5/27/2014,0 years0 months,0,1,1,0,0,0,0
20090,Fluconazole,PFIZER,Diflucan*,12/23/1993,7/29/2004,7/29/2004,7/29/2004,0 years0 months,0,1,1,0,0,0,0
20092,Diltiazem Hydrochloride,ALLERGAN,Dilacor XR*,5/29/1992,6/6/2012,12/9/2006,6/6/2012,5 years6 months,66,2,1,0,0,0,0
20095,Ranitidine Hydrochloride,GLAXOSMITHKLINE,Zantac 150; Zantac 300*,3/8/1994,8/22/2010,2/22/2010,8/22/2010,0 years6 months,6,2,1,0,0,0,0
20098,Mivacurium Chloride,ABBVIE,Mivacron*,1/22/1992,1/22/2006,1/22/2006,1/22/2006,0 years0 months,0,1,1,0,0,0,0
20101,Fluoxetine Hydrochloride,LILLY,Prozac*,4/24/1991,7/3/2006,7/29/2005,7/3/2006,1 years0 months,12,3,0,0,0,0,0
20103,Ondansetron Hydrochloride,NOVARTIS,Zofran*,12/31/1992,3/6/2012,1/25/2005,3/6/2012,7 years2 months,86,8,1,0,0,0,0
20114,Azelastine Hydrochloride,MYLAN SPECIALITY LP,Astelin*,11/1/1996,5/1/2011,2/17/2007,5/1/2011,4 years3 months,51,3,1,0,0,0,0
20118,Desflurane,BAXTER HLTHCARE,Suprane*,9/18/1992,2/2/2007,2/2/2007,10/8/2014,7 years8 months,92,6,1,0,2,2,0
20121,Fluticasone Propionate,GLAXOSMITHKLINE,Flonase*,10/19/1994,11/1/2006,5/23/2005,11/1/2006,1 years6 months,18,4,0,0,0,0,0
20123,Gadodiamide,GE HEALTHCARE,Omniscan*,1/8/1993,5/4/2007,5/4/2007,10/1/2013,6 years5 months,77,3,1,0,2,2,0
20125,Hydrochlorothiazide; Quinapril Hydrochloride,PFIZER PHARMS,Accuretic*,12/28/1999,8/24/2007,2/24/2007,8/24/2007,0 years6 months,6,2,1,0,0,0,0
20130,Ethinyl Estradiol; Norethindrone Acetate,APIL,Estrostep 21; Estrostep FE*,10/9/1996,4/23/2008,7/1/2004,4/23/2008,3 years9 months,45,3,1,0,0,0,0
20131,Gadoteridol,BRACCO,Prohance*,11/16/1992,12/8/2015,12/5/2006,12/8/2015,9 years0 months,108,4,1,0,0,0,0
20132,Sumatriptan Succinate,GLAXOSMITHKLINE,Imitrex*,6/1/1995,7/26/2016,12/28/2006,7/26/2016,9 years7 months,115,13,1,0,0,0,0
20135,Ibuprofen,MCNEIL PED,Motrin*,11/16/1994,12/14/2011,6/1/2010,12/14/2011,1 years6 months,18,4,1,0,0,0,0
20136,Torsemide,MYLAN SPECIALITY LP,Demadex*,8/23/1993,8/11/2006,8/11/2006,8/11/2006,0 years0 months,0,1,1,0,0,0,0
20137,Torsemide,ROCHE,Demadex*,8/23/1993,7/8/2007,8/11/2006,7/8/2007,0 years11 months,11,2,1,0,0,0,0
20140,Levoleucovorin Calcium,ACROTECH,Fusilev,3/7/2008,12/31/2019,3/7/2011,3/7/2022,11 years0 months,132,8,1,3,1,1,0
20145,Nitroglycerin,USPHARMA,Nitro-Dur*,12/10/1985,2/16/2010,2/16/2010,2/16/2010,0 years0 months,0,1,1,0,0,0,0
20148,Dihydroergotamine Mesylate,BAUSCH,Migranal*,12/8/1997,12/8/2009,12/8/2009,12/8/2009,0 years0 months,0,1,1,0,0,0,0
20151,Venlafaxine Hydrochloride,WYETH PHARMS INC,Effexor*,12/28/1993,6/13/2008,11/2/2004,6/13/2008,3 years7 months,43,3,1,0,0,0,0
20154,Didanosine,BRISTOL MYERS SQUIBB,Videx*,10/9/1991,1/22/2012,8/29/2006,1/22/2012,5 years5 months,65,8,1,0,0,0,0
20155,Didanosine,BRISTOL MYERS SQUIBB,Videx*,10/9/1991,3/1/2007,8/29/2006,3/1/2007,0 years7 months,7,6,1,0,0,0,0
20156,Didanosine,BRISTOL-MYERS SQUIBB,Videx*,10/9/1991,3/1/2007,8/29/2006,3/1/2007,0 years7 months,7,6,1,0,0,0,0
20164,Enoxaparin Sodium,SANOFI AVENTIS US,Lovenox ; Lovenox (Preservative Free)*,3/29/1993,2/14/2012,12/24/2004,2/14/2012,7 years2 months,86,4,1,0,0,0,0
20165,Nicotine,SANOFI AVENTIS US,Nicoderm CQ*,11/7/1991,4/16/2013,6/14/2008,5/22/2021,12 years11 months,155,12,1,0,1,1,0
20168,Somatropin Recombinant,GENENTECH,Nutropin*,11/17/1993,3/17/2009,6/28/2008,3/17/2009,0 years9 months,9,2,1,0,0,0,0
20180,Finasteride,MERCK,Proscar*,6/19/1992,10/23/2018,6/19/2006,10/23/2018,12 years4 months,148,4,1,0,0,0,0
20181,Soybean Oil,HOSPIRA,Liposyn Iii 30%,1/13/1998,4/8/1933,4/8/1933,4/8/1933,0 years0 months,0,1,1,0,0,0,0
20182,Levocarnitine,LEADIANT BIOSCI INC,Carnitor*,12/16/1992,1/18/2021,12/15/2006,1/18/2021,14 years1 months,169,4,1,1,0,0,0
20184,Perindopril Erbumine,SYMPLMED PHARMS LLC,Aceon*,12/30/1993,11/10/2009,8/21/2006,11/10/2009,3 years3 months,39,3,1,0,0,0,0
20189,Felbamate,MYLAN SPECIALITY LP,Felbatol*,7/29/1993,9/26/2009,9/26/2009,9/26/2009,0 years0 months,0,2,1,0,0,0,0
20191,Lodoxamide Tromethamine,NOVARTIS,Alomide*,9/23/1993,10/10/2012,10/10/2012,10/10/2012,0 years0 months,0,1,1,0,0,0,0
20192,Terbinafine Hydrochloride,NOVARTIS,Lamisil*,12/30/1992,12/30/2006,12/30/2006,6/30/2007,0 years6 months,6,3,1,0,1,1,0
20193,Pentosan Polysulfate Sodium,JANSSEN PHARMS,Elmiron*,9/26/1996,1/19/2010,1/19/2010,1/19/2010,0 years0 months,0,1,1,0,0,0,0
20195,Fentanyl Citrate,CEPHALON,Fentanyl*,10/4/1993,5/1/2005,5/1/2005,5/1/2005,0 years0 months,0,1,1,0,0,0,0
20198,Nifedipine,ALVOGEN,Adalat CC*,4/21/1993,11/23/2010,6/8/2008,11/23/2010,2 years5 months,29,2,1,0,0,0,0
20199,Zalcitabine,ROCHE,Hivid*,6/19/1992,7/2/2008,11/7/2006,7/2/2008,1 years8 months,20,2,1,0,0,0,0
20207,Melphalan Hydrochloride,APOTEX,Alkeran*,11/18/1992,11/18/2008,11/18/2008,11/18/2008,0 years0 months,0,1,1,0,0,0,0
20208,Metronidazole,BAUSCH,Metrogel-Vaginal*,8/17/1992,7/16/2013,6/6/2006,7/16/2013,7 years1 months,85,3,1,0,0,0,0
20210,Cisapride Monohydrate,JANSSEN PHARMS,Propulsid*,7/29/1993,10/9/2007,10/9/2007,10/9/2007,0 years0 months,0,1,1,0,0,0,0
20212,Dexrazoxane Hydrochloride,PHARMACIA AND UPJOHN,Zinecard*,5/26/1995,9/7/2010,12/21/2007,9/7/2010,2 years9 months,33,2,1,0,0,0,0
20213,Acetylcholine Chloride,BAUSCH AND LOMB,Miochol-E*,9/22/1993,4/29/2019,4/29/2019,4/29/2019,0 years0 months,0,1,1,0,0,0,0
20214,Rocuronium Bromide,ORGANON USA INC,Zemuron*,3/17/1994,4/13/2008,4/13/2008,2/28/2012,3 years10 months,46,6,1,0,2,1,1
20216,"Estrogens, Conjugated",WYETH PHARMS,Premarin,10/16/1978,11/7/2011,11/7/2011,11/7/2011,0 years0 months,0,1,0,0,0,0,0
20219,Levocabastine Hydrochloride,NOVARTIS,Livostin*,11/10/1993,12/7/2004,12/7/2004,12/7/2004,0 years0 months,0,1,1,0,0,0,0
20220,Iopromide,BAYER HLTHCARE,Ultravist 150; Ultravist 240; Ultravist 300; Ultravist 370*,5/10/1995,3/6/2005,3/6/2005,12/30/2012,7 years9 months,93,2,1,0,1,0,1
20221,Amifostine,CLINIGEN HLTHCARE,Ethyol*,12/8/1995,12/8/2017,6/24/2006,12/8/2017,11 years6 months,138,4,1,1,0,0,0
20222,Colestipol Hydrochloride,PHARMACIA UPJOHN,Colestid,7/19/1994,2/13/2013,2/13/2013,2/13/2013,0 years0 months,0,1,1,0,0,0,0
20231,Sodium Fluoride; Triclosan,COLGATE PALMOLIVE,Colgate Total*,7/11/1997,3/9/2010,1/16/2007,3/9/2010,3 years2 months,38,14,1,0,0,0,0
20234,Carbamazepine,NOVARTIS,Tegretol-XR*,3/25/1996,2/8/2011,7/29/2007,2/8/2011,3 years7 months,43,2,1,0,0,0,0
20235,Gabapentin,PFIZER PHARMS,Neurontin*,12/30/1993,10/25/2017,5/24/2005,10/25/2017,12 years5 months,149,5,1,0,0,0,0
20236,Salmeterol Xinafoate,GLAXOSMITHKLINE,Serevent*,2/4/1994,2/12/2008,2/12/2008,8/12/2008,0 years6 months,6,9,1,0,1,1,0
20237,Pilocarpine Hydrochloride,CONCORDIA,Salagen*,3/22/1994,2/11/2005,2/11/2005,2/11/2005,0 years0 months,0,1,0,1,0,0,0
20239,Granisetron Hydrochloride,ROCHE,Kytril*,12/29/1993,5/4/2019,8/16/2005,5/4/2019,13 years9 months,165,9,1,0,0,0,0
20241,Lamotrigine,GLAXOSMITHKLINE LLC,Lamictal*,12/27/1994,7/22/2008,8/24/2005,5/18/2018,12 years9 months,153,10,1,1,3,1,2
20246,Medroxyprogesterone Acetate,PHARMACIA AND UPJOHN,Depo-Provera,10/29/1992,10/15/2013,10/15/2013,10/15/2013,0 years0 months,0,1,0,0,0,0,0
20251,Ranitidine Hydrochloride,GLAXO GRP LTD,Zantac 150*,3/31/1994,12/23/2009,6/23/2009,12/23/2009,0 years6 months,6,2,1,0,0,0,0
20256,Technetium TC-99M Bicisate Kit,LANTHEUS MEDCL,Neurolite*,11/23/1994,7/11/2012,11/23/2008,7/11/2012,3 years8 months,44,2,1,0,0,0,0
20259,Atovaquone,GLAXOSMITHKLINE LLC,Mepron*,11/25/1992,2/15/2010,10/1/2008,2/15/2010,1 years4 months,16,4,1,0,0,0,0
20261,Fluvastatin Sodium,NOVARTIS,Lescol*,12/31/1993,12/12/2011,5/27/2006,6/12/2012,6 years1 months,73,11,1,0,1,1,0
20262,Paclitaxel,HQ SPCLT PHARMA,Taxol*,12/29/1992,8/4/2004,8/4/2004,8/4/2004,0 years0 months,0,1,0,1,0,0,0
20263,Leuprolide Acetate,ABBVIE ENDOCRINE INC,Lupron Depot-PED*,4/16/1993,5/20/2014,11/1/2004,12/13/2016,12 years1 months,145,24,1,0,1,1,0
20264,Megestrol Acetate,BRISTOL MYERS SQUIBB,Megace*,9/10/1993,8/16/2011,8/16/2011,8/16/2011,0 years0 months,0,1,1,0,0,0,0
20272,Risperidone,JANSSEN PHARMS,Risperdal*,12/29/1993,12/29/2007,3/3/2005,2/22/2011,5 years11 months,71,19,1,0,3,1,2
20273,Calcipotriene,LEO PHARMA AS,Dovonex*,12/29/1993,12/29/2007,12/29/2007,12/29/2007,0 years0 months,0,1,1,0,0,0,0
20280,Somatropin Recombinant,PHARMACIA AND UPJOHN,Genotropin ; Genotropin Preservative Free*,8/24/1995,6/11/2018,7/25/2004,11/20/2018,14 years4 months,172,18,1,3,1,1,0
20281,Tramadol Hydrochloride,JANSSEN PHARMS,Ultram*,3/3/1995,4/12/2020,10/12/2019,4/12/2020,0 years6 months,6,2,1,0,0,0,0
20286,Fosinopril Sodium; Hydrochlorothiazide,BRISTOL MYERS SQUIBB,Monopril-HCT*,11/30/1994,1/10/2010,7/10/2009,1/10/2010,0 years6 months,6,2,1,0,0,0,0
20287,Dalteparin Sodium,PFIZER INC,Fragmin*,12/22/1994,12/10/2006,1/4/2005,5/1/2010,5 years4 months,64,3,1,0,1,0,1
20291,Albuterol Sulfate; Ipratropium Bromide,BOEHRINGER INGELHEIM,Combivent*,10/24/1996,6/9/2015,6/9/2015,6/9/2015,0 years0 months,0,1,1,0,0,0,0
20297,Carvedilol,SMITHKLINE BEECHAM,Coreg*,9/14/1995,2/7/2016,11/1/2004,8/7/2016,11 years9 months,141,20,1,0,1,1,0
20303,"Estrogens, Conjugated; Medroxyprogesterone Acetate",WYETH PHARMS INC,Premphase (Premarin; Cycrin 14/14)*,12/30/1994,2/26/2012,5/2/2006,2/26/2012,5 years9 months,69,2,1,0,0,0,0
20305,Granisetron Hydrochloride,ROCHE,Kytril*,3/16/1995,12/29/2007,12/29/2007,12/29/2007,0 years0 months,0,1,1,0,0,0,0
20310,Ketoconazole,KRAMER,Nizoral A-D*,10/10/1997,4/7/2014,4/7/2014,4/7/2014,0 years0 months,0,1,1,0,0,0,0
20312,Moexipril Hydrochloride,UCB INC,Univasc*,4/19/1995,2/24/2007,2/24/2007,2/24/2007,0 years0 months,0,1,1,0,0,0,0
20313,"Calcitonin, Salmon",MYLAN IRELAND LTD,Miacalcin*,8/17/1995,3/31/2015,3/31/2015,3/31/2015,0 years0 months,0,2,1,0,0,0,0
20314,Indium in-111 Pentetreotide Kit,CURIUM,Octreoscan,6/2/1994,7/7/2015,1/24/2012,9/26/2017,5 years8 months,68,4,1,0,1,1,0
20316,Ioxilan,GUERBET,Oxilan-300; Oxilan-350*,12/21/1995,12/21/2009,12/21/2009,12/21/2009,0 years0 months,0,1,1,0,0,0,0
20323,Estradiol,NOVARTIS,Vivelle*,10/28/1994,4/5/2011,3/4/2008,4/5/2011,3 years1 months,37,4,1,0,0,0,0
20325,Famotidine,J AND J CONSUMER INC,Pepcid AC*,4/28/1995,6/29/2016,9/23/2006,6/29/2016,9 years9 months,117,3,1,0,0,0,0
20326,Trimetrexate Glucuronate,MEDIMMUNE ONCOLOGY,Neutrexin*,12/17/1993,5/18/2018,5/20/2006,5/18/2018,12 years0 months,144,2,1,0,0,0,0
20329,Glipizide,PFIZER,Glucotrol XL*,4/26/1994,1/7/2014,7/2/2008,3/26/2019,10 years8 months,128,7,1,0,1,1,0
20330,Timolol Maleate,VALEANT PHARMS LLC,Timoptic-XE*,11/4/1993,9/25/2006,9/25/2006,9/25/2006,0 years0 months,0,1,1,0,0,0,0
20333,Anagrelide Hydrochloride,SHIRE LLC,Agrylin*,3/14/1997,6/10/2008,9/14/2004,6/10/2008,3 years9 months,45,3,0,0,0,0,0
20336,Isradipine,GLAXOSMITHKLINE LLC,Dynacirc CR*,6/1/1994,7/9/2008,8/7/2007,11/7/2008,1 years3 months,15,8,1,0,1,1,0
20338,Adapalene,GALDERMA LABS LP,Differin*,5/31/1996,5/31/2010,5/31/2010,5/31/2010,0 years0 months,0,2,1,0,0,0,0
20346,Cetirizine Hydrochloride,J AND J CONSUMER INC,Zyrtec*,9/27/1996,12/25/2007,10/21/2005,12/25/2007,2 years2 months,26,4,1,0,0,0,0
20347,Terazosin Hydrochloride,ABBOTT,Hytrin*,12/14/1994,4/29/2013,6/29/2010,4/29/2013,2 years10 months,34,4,1,0,0,0,0
20351,Iodixanol,GE HEALTHCARE,Visipaque 270; Visipaque 320*,3/22/1996,9/20/2011,7/12/2011,4/5/2020,8 years9 months,105,4,1,0,2,1,1
20353,Naproxen Sodium,ALVOGEN,Naprelan*,1/5/1996,6/10/2014,6/10/2014,6/10/2014,0 years0 months,0,1,1,0,0,0,0
20356,Nisoldipine,COVIS PHARMA BV,Sular*,2/2/1995,6/8/2008,10/7/2005,11/30/2014,9 years1 months,109,4,1,0,1,1,0
20358,Bupropion Hydrochloride,GLAXOSMITHKLINE,Wellbutrin SR*,10/4/1996,8/12/2013,8/12/2013,8/12/2013,0 years0 months,0,4,1,0,0,0,0
20363,Famciclovir,NOVARTIS,Famvir*,6/29/1994,9/1/2015,7/28/2009,3/1/2016,6 years8 months,80,24,1,0,1,1,0
20364,Amlodipine Besylate; Benazepril Hydrochloride,NOVARTIS,Lotrel*,3/3/1995,12/19/2017,6/20/2005,12/19/2017,12 years6 months,150,8,1,0,0,0,0
20367,Imiglucerase,GENZYME,Cerezyme*,5/23/1994,8/27/2013,8/27/2013,8/27/2013,0 years0 months,0,1,1,0,0,0,0
20372,Technetium TC-99M Tetrofosmin Kit,GE HEALTHCARE,Myoview ; Myoview 30ML*,2/9/1996,2/9/2010,2/28/2006,3/10/1930,24 years1 months,289,4,1,0,1,1,0
20375,Estradiol,BAYER HLTHCARE,Climara*,12/22/1994,6/29/2010,6/29/2010,6/29/2010,0 years0 months,0,1,1,0,0,0,0
20378,Follitropin Alfa/Beta,EMD SERONO,Gonal-F*,9/29/1997,6/16/2015,7/26/2004,8/23/2019,15 years1 months,181,4,1,1,1,1,0
20379,Alprostadil,PHARMACIA AND UPJOHN,Caverject*,7/6/1995,4/21/2015,4/21/2015,4/21/2015,0 years0 months,0,1,1,0,0,0,0
20380,Adapalene,GALDERMA LABS LP,Differin*,5/31/1996,5/31/2010,5/31/2010,7/8/2019,9 years2 months,110,3,1,0,1,0,1
20381,Niacin,ABBVIE,Niaspan ; Niaspan Titration Starter Pack*,7/28/1997,10/31/2017,9/20/2013,3/15/2018,4 years6 months,54,42,1,0,1,1,0
20385,Nicotine,PFIZER INC,Nicotrol*,3/22/1996,8/12/2014,8/12/2014,8/12/2014,0 years0 months,0,1,1,0,0,0,0
20386,Losartan Potassium,MERCK SHARP DOHME,Cozaar*,4/14/1995,9/4/2014,9/17/2005,9/4/2014,9 years0 months,108,14,1,0,0,0,0
20387,Hydrochlorothiazide; Losartan Potassium,MERCK SHARP DOHME,Hyzaar*,4/28/1995,9/4/2014,9/30/2006,9/4/2014,8 years0 months,96,21,1,0,0,0,0
20398,Cisapride Monohydrate,JANSSEN PHARMS,Propulsid*,9/15/1995,10/9/2007,10/9/2007,10/9/2007,0 years0 months,0,1,1,0,0,0,0
20401,Diltiazem Hydrochloride,BAUSCH,Tiazac*,9/11/1995,6/25/2013,6/25/2013,6/25/2013,0 years0 months,0,1,1,0,0,0,0
20403,Ondansetron Hydrochloride,GLAXOSMITHKLINE,Zofran in Plastic Container*,1/31/1995,12/24/2006,1/25/2005,12/24/2006,1 years11 months,23,6,1,0,0,0,0
20404,Tretinoin,MYLAN PHARMS INC,Avita*,1/14/1997,9/3/2008,11/20/2007,9/3/2008,0 years10 months,10,3,1,1,0,0,0
20406,Lansoprazole,TAKEDA PHARMS USA,Prevacid*,5/10/1995,2/12/2010,7/29/2005,4/28/2012,6 years9 months,81,24,1,0,2,1,1
20408,Dorzolamide Hydrochloride,MERCK,Trusopt*,12/9/1994,10/28/2008,4/15/2007,10/28/2008,1 years6 months,18,4,1,0,0,0,0
20409,Flunisolide,TEVA BRANDED PHARM,Nasarel*,3/8/1995,6/12/2007,5/22/2006,6/12/2007,1 years1 months,13,3,1,0,0,0,0
20410,Ferumoxsil,AMAG PHARMS INC,Gastromark*,12/6/1996,6/15/2010,9/22/2004,6/15/2010,5 years9 months,69,8,1,0,0,0,0
20411,Dinoprostone,FERRING PHARMS INC,Cervidil*,3/30/1995,12/14/2010,1/16/2007,7/14/2012,5 years6 months,66,4,1,0,1,1,0
20412,Stavudine,BRISTOL MYERS SQUIBB,Zerit*,6/24/1994,12/24/2008,6/24/2008,12/24/2008,0 years6 months,6,2,1,0,0,0,0
20413,Stavudine,BRISTOL-MYERS SQUIBB,Zerit*,9/6/1996,12/24/2008,6/24/2008,12/24/2008,0 years6 months,6,2,1,0,0,0,0
20415,Mirtazapine,ORGANON USA INC,Remeron*,6/14/1996,4/9/2005,4/9/2005,4/9/2005,0 years0 months,0,1,0,0,0,0,0
20416,Ferumoxides,AMAG PHARMS INC,Feridex I.V.*,8/30/1996,9/28/2010,9/13/2005,9/28/2010,5 years0 months,60,7,1,0,0,0,0
20417,Estradiol,PARKE DAVIS,Fempatch*,12/3/1996,4/9/2008,3/6/2007,4/9/2008,1 years1 months,13,2,1,0,0,0,0
20420,Arbutamine Hydrochloride,GENSIA AUTOMEDICS,Genesa*,9/12/1997,3/7/2012,4/28/2009,3/7/2012,2 years11 months,35,3,1,0,0,0,0
20427,Vigabatrin,LUNDBECK PHARMS LLC,Sabril,8/21/2009,8/21/2014,8/21/2014,4/26/2017,2 years8 months,32,5,0,0,2,0,2
20430,Danaparoid Sodium,ASPEN GLOBAL INC,Orgaran*,12/24/1996,10/3/2010,10/3/2010,10/3/2010,0 years0 months,0,1,1,0,0,0,0
20439,Timolol,OAK PHARMS INC,Betimol*,3/31/1995,7/27/2010,7/27/2010,7/27/2010,0 years0 months,0,1,1,0,0,0,0
20441,Budesonide,ASTRAZENECA,Pulmicort*,6/24/1997,9/13/2007,4/11/2006,9/13/2007,1 years5 months,17,4,1,0,0,0,0
20443,Sermorelin Acetate,EMD SERONO INC,Geref*,9/26/1997,12/28/2004,9/26/2004,12/28/2004,0 years3 months,3,2,1,1,0,0,0
20444,Epoprostenol Sodium,GLAXOSMITHKLINE LLC,Flolan*,9/20/1995,4/14/2007,5/12/2006,4/14/2007,0 years11 months,11,2,1,1,0,0,0
20448,Loperamide Hydrochloride,J AND J CONSUMER INC,Imodium A-D EZ Chews*,7/24/1997,2/6/2013,2/6/2013,8/26/2021,8 years6 months,102,3,1,0,1,1,0
20449,Docetaxel,SANOFI AVENTIS US,Taxotere*,5/14/1996,11/22/2013,11/27/2005,5/22/2014,8 years6 months,102,44,1,0,1,1,0
20450,Fosphenytoin Sodium,PARKE DAVIS,Cerebyx*,8/5/1996,8/5/2007,8/5/2007,8/5/2007,0 years0 months,0,1,1,0,0,0,0
20451,Porfimer Sodium,PINNACLE BIOLGS,Photofrin*,12/27/1995,8/1/2012,8/1/2006,8/1/2012,6 years0 months,72,5,1,1,0,0,0
20452,Carboplatin,CORDENPHARMA,Paraplatin*,7/14/2003,10/14/2004,10/14/2004,10/14/2004,0 years0 months,0,1,1,0,0,0,0
20453,Hydrocortisone Probutate,FOUGERA PHARMS,Pandel*,2/28/1997,8/28/2006,12/27/2005,8/28/2006,0 years8 months,8,2,1,0,0,0,0
20457,Etoposide Phosphate,CHEPLAPHARM,Etopophos Preservative Free*,5/17/1996,5/17/2010,8/20/2008,5/17/2010,1 years9 months,21,2,1,0,0,0,0
20460,Ganciclovir,ROCHE PALO,Cytovene*,12/22/1994,6/24/2005,6/24/2005,6/24/2005,0 years0 months,0,1,1,0,0,0,0
20468,Triamcinolone Acetonide,SANOFI AVENTIS US,Nasacort Allergy 24 Hour*,5/20/1996,7/3/2016,9/19/2011,7/3/2016,4 years10 months,58,11,1,0,0,0,0
20470,Loratidine; Pseudoephedrine Sulfate,BAYER HEALTHCARE LLC,Claritin-D 24 Hour*,8/23/1996,10/23/2012,9/15/2008,10/23/2012,4 years1 months,49,3,1,0,0,0,0
20471,Zileuton,CHIESI USA INC,Zyflo*,12/9/1996,12/10/2010,12/10/2010,12/10/2010,0 years0 months,0,1,1,0,0,0,0
20472,Estradiol,PHARMACIA AND UPJOHN,Estring*,4/26/1996,6/12/2007,6/12/2007,6/12/2007,0 years0 months,0,2,1,0,0,0,0
20474,Rimexolone,EYEVANCE,Vexol*,12/30/1994,7/22/2008,7/22/2008,7/22/2008,0 years0 months,0,1,1,0,0,0,0
20475,Tretinoin,VALEANT INTL,Retin-A-Micro*,2/7/1997,9/21/2016,5/10/2005,9/21/2016,11 years4 months,136,5,1,0,0,0,0
20478,Sevoflurane,ABBVIE,Ultane*,6/7/1995,7/9/2018,9/30/2004,7/9/2018,13 years10 months,166,9,1,0,0,0,0
20482,Acarbose,BAYER HLTHCARE,Precose*,9/6/1995,2/27/2007,2/27/2007,9/6/2009,2 years7 months,31,3,1,0,1,1,0
20484,Tinzaparin Sodium,LEO PHARMA AS,Innohep*,7/14/2000,7/14/2005,7/14/2005,7/14/2005,0 years0 months,0,1,0,0,0,0,0
20487,Valacyclovir Hydrochloride,GLAXOSMITHKLINE,Valtrex*,6/23/1995,1/19/2016,9/9/2005,7/19/2016,10 years10 months,130,30,1,0,1,1,0
20489,Testosterone,ALLERGAN,Androderm*,9/29/1995,12/11/2010,11/14/2006,10/20/2014,7 years11 months,95,7,1,0,1,0,1
20490,Brimonidine Tartrate,ALLERGAN,Alphagan*,3/13/1997,6/20/2005,12/20/2004,6/20/2005,0 years6 months,6,2,0,0,0,0,0
20491,Ibutilide Fumarate,PHARMACIA AND UPJOHN,Corvert*,12/28/1995,12/28/2009,12/28/2009,12/28/2009,0 years0 months,0,1,1,0,0,0,0
20496,Glimepiride,SANOFI AVENTIS US,Amaryl*,11/30/1995,4/6/2005,4/6/2005,5/28/2009,4 years1 months,49,5,1,0,2,1,1
20497,Toremifene Citrate,KYOWA KIRIN,Fareston*,5/29/1997,9/29/2009,9/29/2009,9/29/2009,0 years0 months,0,1,1,0,0,0,0
20498,Bicalutamide,ANI PHARMS INC,Casodex*,10/4/1995,10/1/2008,10/1/2008,6/19/2012,3 years8 months,44,8,1,0,2,2,0
20500,Atovaquone,GLAXOSMITHKLINE LLC,Mepron*,2/8/1995,1/10/2017,1/5/2006,1/10/2017,11 years0 months,132,8,1,1,0,0,0
20503,Albuterol Sulfate,3M DRUG DELIVERY,Proventil-HFA*,8/15/1996,12/23/2017,11/28/2009,12/23/2017,8 years1 months,97,12,1,0,0,0,0
20505,Topiramate,JANSSEN PHARMS,Topamax*,12/24/1996,10/13/2015,8/28/2004,3/28/2017,12 years7 months,151,28,1,2,2,1,1
