Drug,Patent/ appln.No.,Assignee,Condition(s) Treated,Drug Type,Family,Priority Date,File Date,Publication/Granted/Re-Issued Date,Expiry Date,Status,Patent Type,Description,Before/After FDA Approval,Orange / Purple Book,Google Patents URL
Eliquis,"US 20090291913 A1
",Bristol-Myers Squibb,Stroke/ Embolism,Small Molecule,5,8/17/2005,8/4/2009,11/26/2009,,Abandoned,Formulation / Combination,"The patent application claimed a formulation, including an injectable form, containing apixaban (Eliquis) and a form of cyclodextrin. ",Before,No,https://patents.google.com/patent/US20090291913A1/en?oq=US+20090291913+A1
Eliquis,US 20120087978 A1,Pfizer,Stroke/ Embolism,Small Molecule,8,6/16/2009,6/15/2010,4/12/2012,,Abandoned,Formulation / Combination,The application claimed a dosage form for controlled release comprising apixaban (Eliquis) and a solubility enhancing agent.,Before,No,https://patents.google.com/patent/US20120087978A1/en?oq=US+20120087978+A1
Eliquis,"US 20140113892 A1
",Bristol-Myers Squibb,Stroke/ Embolism,Small Molecule,2,9/21/2001,5/10/2013,4/24/2014,,Abandoned,Derivative,The patent application claimed lactum containing compounds as Factor Xa inhibitors from a slightly different Markush group to apixaban (Eliquis).,After,No,https://patents.google.com/patent/US20140113892A1/en?oq=US+20140113892+A1
Eliquis,"US 20140030330 A1
",Pfizer,Stroke/ Embolism,Small Molecule,8,6/16/2009,7/2/2013,1/30/2014,,Abandoned,Formulation / Combination,The patent application claimed a solubility improved dosage form comprising apixaban (Eliquis) ,After,No,https://patents.google.com/patent/US20140030330A1/en?oq=US+20140030330+A1
Eliquis,US20150343034A1,Pfizer,Stroke/ Embolism,Small Molecule,14,1/31/2013,1/23/2014,12/3/2015,,Abandoned,Method of Treatment,The patent application claimed an antidote for reducing or preventing excessive bleeding upon treatment with Factor Xa inhibitors including apixaban.,After,No,https://patents.google.com/patent/US20150343034A1/en?oq=US20150343034A1
Eliquis,"US 20140335178 A1
",Pfizer,Stroke/ Embolism,Small Molecule,8,6/16/2009,5/19/2014,11/13/2014,,Abandoned,Formulation / Combination,The application claimed a dosage form for controlled release comprising apixaban (Eliquis) and a solubility enhancing agent.,After,No,https://patents.google.com/patent/US20140335178A1/en?oq=US+20140335178+A1
Eliquis,"US 20150210691 A1
",Bristol-Myers Squibb,Stroke/ Embolism,Small Molecule,2,9/21/2001,4/8/2015,7/30/2015,,Abandoned,Main Compound,The patent application claimed a Markush group of compounds similar to apixaban (Eliquis),After,No,https://patents.google.com/patent/US20150210691A1/en?oq=US+20150210691+A1
Eliquis,"US 20160243101 A1 
",Bristol-Myers Squibb,Stroke/ Embolism,Small Molecule,9,2/25/2010,3/31/2016,8/25/2016,,Abandoned,Formulation / Combination,The application claimed a solid pharmaceutical composition comprising crystalline forms of apixaban (Eliquis) with particle size D90equal to or less than 89 microns.,After,No,https://patents.google.com/patent/US20160243101A1/en?oq=US+20160243101+A1+
Eliquis,"US 20170202824 A1
",Bristol-Myers Squibb,Stroke/ Embolism,Small Molecule,9,2/25/2010,3/30/2017,7/20/2017,,Abandoned,Formulation / Combination,The patent applicatuion claimed a solid pharmaceutical composition comprising crystalline apixaban (Eliquis) and a dissolution specification. ,After,No,https://patents.google.com/patent/US20170202824A1/en?oq=US+20170202824+A1
Eliquis,US 20170202825 A1,Bristol-Myers Squibb,Stroke/ Embolism,Small Molecule,9,2/25/2010,3/30/2017,7/20/2017,,Abandoned,Formulation / Combination,The patent application claimed a tablet/capsule comprising 2.5mg to 5mg of apixaban (Eliquis) and a pharmceutically acceptab;e diluent or carrier obtained by a blending and granulation process.,After,No,https://patents.google.com/patent/US20170202825A1/en?oq=US+20170202825+A1
Eliquis,US20210145817A1,Bristol-Myers Squibb,Stroke/ Embolism,Small Molecule,12,4/16/2018,4/15/2019,5/20/2021,,Pending,Formulation / Combination,The patent application claimed a treated core comprising apixaban (Eliquis) and a carrier on the core substrate.,After,No,https://patents.google.com/patent/US20210145817A1/en?oq=US20210145817A1
Eliquis,US20210000930A1,Pfizer,Stroke/ Embolism,Small Molecule,14,1/31/2013,3/16/2020,1/7/2021,,Abandoned,Method of Treatment,"The application claimed a method for reversing the anticoagulen effect of a direct Factor Xa inhibitor, including apixaban (Eliquis). ",After,No,https://patents.google.com/patent/US20210000930A1/en?oq=US20210000930A1
Eliquis,US20200375968A1,Bristol-Myers Squibb,Stroke/ Embolism,Small Molecule,9,2/25/2010,5/14/2020,12/3/2020,,Abandoned,Formulation / Combination,"The application claimed a tablet and an immediate release tablet comprising up to about 5mg of apixaban (Eliquis), a pharmaceutically acceptable diluent and carrier and an optional coating.",After,No,https://patents.google.com/patent/US20200375968A1/en?oq=US20200375968A1
Eliquis,US6413980B1,Bristol-Myers Squibb,Stroke/ Embolism,Small Molecule,1,12/23/1998,12/22/1999,7/2/2002,12/22/2019,Expired,Main Compound,"The patent claims cover a broad set of compounds including encompassing  the active ingredient apixaban, which is used in the product Eliquis, as well as pharmaceutical compositions and salt forms, and methods of treating thromboembolic disorders.",Before,No,https://patents.google.com/patent/US6413980B1/en?oq=US6413980B1
Eliquis,"US6673810B2
",Bristol-Myers Squibb,Stroke/ Embolism,Small Molecule,1,12/23/1998,7/3/2001,1/6/2004,12/22/2019,Expired,Main Compound,"The patent claims cover  a broad set of compounds including the active ingredient apixaban, which is used in the produt Eliquis, as well as pharmaceutical compositions and salt forms, and methods of treating thromboembolic disorders.",Before,No,https://patents.google.com/patent/US6673810B2/en?oq=US6673810B2
Eliquis,US6858616B2,Bristol-Myers Squibb,Stroke/ Embolism,Small Molecule,1,12/23/1998,4/26/2002,2/22/2005,4/25/2020,Expired,Derivative," The patent claims cover a broad set of compounds similar to the active ingredient apixiban (Eliquis) as well as pharmaceutical compositions and salt forms, and methods of treating thromboembolic disorders.",Before,No,https://patents.google.com/patent/US6858616B2/en?oq=US6858616B2
Eliquis,US 7371761 B2,Bristol-Myers Squibb,Stroke/ Embolism,Small Molecule,2,9/21/2001,1/16/2007,5/13/2008,9/17/2022,Active,Main Compound,"The patent claims cover a broad set of compounds including specifically the active ingredient apixaban (Eliquis), as well as pharmaceutical compositions and salt forms, and methods of treating thromboembolic disorders.",Before,No,https://patents.google.com/patent/US7371761B2/en?oq=US+7371761+B2
Eliquis,US 7531535 B2,Bristol-Myers Squibb,Stroke/ Embolism,Small Molecule,2,9/21/2001,12/13/2007,5/12/2009,9/17/2022,Active,Derivative," The patent claims cover various analogs of apixiban (Eliquis) as well as pharmaceutical compositions and salt forms, and methods of treating thromboembolic disorders. This patent potentially blocks off competitors researching similar compounds to apixiban",Before,No,https://patents.google.com/patent/US7531535B2/en?oq=US7531535
Eliquis,US 7691846 B2,Bristol-Myers Squibb,Stroke/ Embolism,Small Molecule,2,9/21/2001,3/10/2009,4/6/2010,9/17/2022,Active,Derivative,"The patent claims cover compounds with a slightly different Markush group to that covering apixaban (Eliquis) as well as pharmaceutical compositions and salt forms, and methods of treating thromboembolic disorders. ",Before,No,https://patents.google.com/patent/US7691846B2/en?oq=US+7691846+B2
Eliquis,US 7960411 B2,Bristol-Myers Squibb,Stroke/ Embolism,Small Molecule,2,9/21/2001,1/22/2010,6/14/2011,9/17/2022,Active,Derivative,"The patent claims cover compounds with a slightly different Markush group to that covering apixaban (Eliquis) as well as pharmaceutical compositions and salt forms, and methods of treating thromboembolic disorders. This patent blocks off competitors researching similar compounds to apixiban.",Before,No,https://patents.google.com/patent/US7960411B2/en?oq=US+7960411+B2
Eliquis,US 8188120 B2,Bristol-Myers Squibb,Stroke/ Embolism,Small Molecule,2,9/21/2001,5/5/2011,5/29/2012,9/17/2022,Active,Derivative,"The patent claims cover compounds with a slightly different Markush group to that covering apixaban (Eliquis) as well as pharmaceutical compositions and salt forms, and methods of treating thromboembolic disorders. ",Before,No,https://patents.google.com/patent/US8188120B2/en?oq=US+8188120+B2
Eliquis,US 8470854 B2,Bristol-Myers Squibb,Stroke/ Embolism,Small Molecule,2,9/21/2001,4/12/2012,6/25/2013,9/17/2022,Active,Derivative,"The patent claims cover compounds with a slightly different Markush group to that covering apixaban (Eliquis) as well as pharmaceutical compositions and salt forms, and methods of treating thromboembolic disorders. This patent blocks off competitors researching similar compounds to apixiban.",Before,No,https://patents.google.com/patent/US8470854B2/en?oq=US+8470854+B2
Eliquis,"US9975891B2
",Bristol-Myers Squibb,Stroke/ Embolism,Small Molecule,2,9/21/2001,11/7/2016,5/22/2018,9/17/2022,Active,Derivative,"The patent claims cover compounds with a slightly different Markush group to that covering apixaban (Eliquis) as well as pharmaceutical compositions and salt forms, and methods of treating thromboembolic disorders. ",After,No,https://patents.google.com/patent/US9975891B2/en?oq=US9975891B2
Eliquis,US6989391 B2 ,Bristol-Myers Squibb,Stroke/ Embolism,Small Molecule,2,9/21/2001,5/20/2004,1/24/2006,10/28/2022,Active,Derivative,"The patent claims cover  compounds similar in structure to apixiban (Eliquis) as well as pharmaceutical compositions and salt forms, and methods of treating thromboembolic disorders. ",Before,No,https://patents.google.com/patent/US6989391B2/en?oq=US6989391+B2+
Eliquis,US 6919451 B2,Bristol-Myers Squibb,Stroke/ Embolism,Small Molecule,3,12/10/2001,12/3/2002,7/19/2005,12/3/2022,Active,Method of Production / Process,"The patent claims cover a process for synthesising the active ingredient apixaban (Eliquis), in particular its heterocyclic core. ",Before,No,https://patents.google.com/patent/US6919451B2/en?oq=US+6919451+B2
Eliquis,US7153960  B2,Bristol-Myers Squibb,Stroke/ Embolism,Small Molecule,3,12/10/2001,6/8/2005,12/26/2006,12/3/2022,Active,Method of Production / Process,The patent claims cover the process for preparing intermediates for synthesising the active ingredient apixaban (Eliquis).,Before,No,https://patents.google.com/patent/US7153960B2/en?oq=US7153960++B2
Eliquis,"US6995172 B2

",Bristol-Myers Squibb,Stroke/ Embolism,Small Molecule,2,9/21/2001,10/21/2004,2/7/2006,12/23/2022,Active,Main Compound,"The patent claims cover the active ingredient apixaban, a pharmaceutical composition and methods for treating a thromboembolic disorder. ",Before,No,https://patents.google.com/patent/US6995172B2/en?oq=US6995172+B2
Eliquis,"US7005435 B2
",Bristol-Myers Squibb,Stroke/ Embolism,Small Molecule,2,9/21/2001,10/20/2004,2/28/2006,1/29/2023,Active,Derivative,"The patent claims cover a similar compound to apixaban (Eliquis), pharmaceutical compositions and method for treating a thromboembolic disorder.  ",Before,No,https://patents.google.com/patent/US7005435B2/en?oq=US7005435+B2
Eliquis,US 7338963 B2,Bristol-Myers Squibb,Stroke/ Embolism,Small Molecule,2,9/21/2001,8/5/2005,3/4/2008,4/8/2023,Active,Main Compound,"The patent claims cover the active ingredient apixaban, pharmaceutical compositions and methods for treating a thromboembolic disorde",Before,No,https://patents.google.com/patent/US7338963B2/en?oq=US+7338963+B2
Eliquis,US7396932 ,Bristol-Myers Squibb,Stroke/ Embolism,Small Molecule,4,9/28/2004,9/26/2005,7/8/2008,10/10/2026,Active,Method of Production / Process,The patent claims cover a process for obtaining compounds similar to apixaban (Eliquis).,Before,No,https://patents.google.com/patent/US7396932B2/en?oq=US7396932+
Eliquis,"US6967208 B2
",Bristol-Myers Squibb,Stroke/ Embolism,Small Molecule,2,9/21/2001,9/17/2002,11/22/2005,11/21/2026,Active,Main Compound,"The patent claims cover the active ingredient apixaban, pharmaceutical compositions and methods for treating a thromboembolic disorder. ",Before,Yes,https://patents.google.com/patent/US6967208B2/en?oq=US6967208+B2
Eliquis,US 9326945 B2,Bristol-Myers Squibb,Stroke/ Embolism,Small Molecule,9,2/25/2010,2/24/2011,5/3/2016,2/24/2031,Active,Formulation / Combination,The patent claims cover a formulation of apixaban containing crystalline material with d90 of less than 89 microns; an at least 77% dissolves within 30 minutes in phosphate buffer. ,Before,Yes,https://patents.google.com/patent/US9326945B2/en?oq=US+9326945+B2
Eliquis,US 9452134 B2,Bristol-Myers Squibb,Stroke/ Embolism,Small Molecule,10,9/26/2012,9/26/2013,9/27/2016,9/26/2033,Active,Formulation / Combination,"The patent claims cover a liquid formulation suitable for administration orally or through a nasogastric tube comprising apixaban and a suitable vehicle, such as water and two solubilisers.",After,No,https://patents.google.com/patent/US9452134B2/en?oq=US+9452134+B2
Eliquis,"US10016362B2
",Bristol-Myers Squibb,Stroke/ Embolism,Small Molecule,10,9/26/2012,5/24/2016,7/10/2018,9/26/2033,Active,Formulation / Combination,"The patent claims cover a liquid formulation suitable for administration orally or through a nasogastric tube comprising apixaban and a suitable vehicle, such as water and two solubilisers.",After,No,https://patents.google.com/patent/US10016362B2/en?oq=US10016362B2
Eliquis,US10588950,Pfizer,Stroke/ Embolism,Small Molecule,14,1/31/2013,1/17/2018,3/17/2020,1/23/2034,Active,Method of Treatment,The patent claims cover a method for reversing the anticoagulent effect of a direct Factor Xa inhibitor including apixaban (Eliquis).,After,No,https://patents.google.com/patent/US10588950B2/en?oq=US10588950
Eliquis,"US 20170202826 A1
",Bristol-Myers Squibb / Pfizer,Stroke/ Embolism,Small Molecule,8,6/16/2009,3/30/2017,7/20/2017,,Pending,Formulation / Combination,"The patent application claimed  a formulation  comprising a solid amorphous dispersion of apixaban (Eliquis) and a polymer, wherein the solid amorphous dispersion is spray-dried. ",After,No,https://patents.google.com/patent/US20170202826A1/en?oq=US+20170202826+A1
Enbrel,US5395760,Immunex,Arthritis,Biologic,1,9/5/1989,5/10/1990,3/7/1995,3/7/2012,Expired,Product,The patent claims cover a isolated DNA sequence consisting of a DNA sequence encoding only the amino acid sequence selected from the group consisting of amino acids 1-235 of FIG. 2A and amino acids 1-233 of and the DNA sequence that encodes for a soluble TNF-R,Before,No,https://patents.google.com/patent/US5395760A/en?oq=US5395760
Enbrel,US5610279,Hoffman La Roche,Arthritis,Biologic,2,9/12/1989,7/21/1993,3/11/1997,3/11/2014,Expired,Product,"The patent claims cover a recombinant protein encoded by a polynucleotide which comprises two DNA subsequences, wherein the first subsequence encodes a soluble fragment of the insoluble TNF receptor protein, wherein said insoluble TNF receptor protein has a apparent molecular weight of about 55 kilodaltons as determined on a non-reducing SDS-polyacrylamide gel, and the second subsequence encodes all of the domains of the constant region of a human immunoglobulin heavy chain other than the first domain of said constant region.",Before,No,https://patents.google.com/patent/US5610279A/en?oq=US5610279
